Date	Price	Open	High	Low	Change %
Nov 02, 2018	-0.794	-0.835	-0.714	-0.835	-3.52%
Nov 01, 2018	-0.823	-0.848	-0.797	-0.850	-2.26%
Oct 31, 2018	-0.842	-0.862	-0.770	-0.870	-1.29%
Oct 30, 2018	-0.853	-0.843	-0.770	-0.864	6.36%
Oct 29, 2018	-0.802	-0.818	-0.801	-0.852	-1.23%
Oct 26, 2018	-0.812	-0.681	-0.681	-0.815	21.19%
Oct 25, 2018	-0.670	-0.777	-0.670	-0.777	-1.47%
Oct 24, 2018	-0.680	-0.660	-0.660	-0.776	-5.56%
Oct 23, 2018	-0.720	-0.684	-0.650	-0.771	-2.96%
Oct 22, 2018	-0.742	-0.769	-0.660	-0.769	0.27%
Oct 19, 2018	-0.740	-0.660	-0.660	-0.760	1.09%
Oct 18, 2018	-0.732	-0.660	-0.660	-0.745	1.39%
Oct 17, 2018	-0.722	-0.692	-0.630	-0.725	2.56%
Oct 16, 2018	-0.704	-0.630	-0.630	-0.711	3.38%
Oct 15, 2018	-0.681	-0.660	-0.630	-0.707	0.89%
Oct 12, 2018	-0.675	-0.665	-0.665	-0.698	-1.03%
Oct 11, 2018	-0.682	-0.670	-0.656	-0.700	1.64%
Oct 10, 2018	-0.671	-0.649	-0.649	-0.696	17.93%
Oct 09, 2018	-0.569	-0.585	-0.520	-0.585	-1.04%
Oct 08, 2018	-0.575	-0.581	-0.519	-0.584	0.17%
Oct 05, 2018	-0.574	-0.524	-0.524	-0.574	0.17%
Oct 04, 2018	-0.573	-0.570	-0.520	-0.576	1.42%
Oct 03, 2018	-0.565	-0.509	-0.509	-0.568	-0.88%
Oct 02, 2018	-0.570	-0.505	-0.505	-0.570	0.18%
Oct 01, 2018	-0.569	-0.575	-0.519	-0.578	-1.39%
Sep 28, 2018	-0.577	-0.515	-0.515	-0.586	-0.35%
Sep 27, 2018	-0.579	-0.544	-0.544	-0.603	-1.53%
Sep 26, 2018	-0.588	-0.533	-0.533	-0.588	0.68%
Sep 25, 2018	-0.584	-0.571	-0.571	-0.634	0.52%
Sep 24, 2018	-0.581	-0.567	-0.567	-0.606	-5.53%
Sep 21, 2018	-0.615	-0.563	-0.563	-0.615	0.49%
Sep 20, 2018	-0.612	-0.559	-0.559	-0.612	2.68%
Sep 19, 2018	-0.596	-0.589	-0.548	-0.596	1.19%
Sep 18, 2018	-0.589	-0.586	-0.545	-0.610	0.17%
Sep 17, 2018	-0.588	-0.541	-0.541	-0.590	9.29%
Sep 14, 2018	-0.538	-0.538	-0.538	-0.538	0.19%
Sep 13, 2018	-0.537	-0.607	-0.537	-0.607	0.56%
Sep 12, 2018	-0.534	-0.534	-0.534	-0.534	0.56%
Sep 11, 2018	-0.531	-0.531	-0.531	-0.531	-8.45%
Sep 10, 2018	-0.580	-0.596	-0.531	-0.596	1.40%
Sep 07, 2018	-0.572	-0.584	-0.530	-0.601	-0.52%
Sep 06, 2018	-0.575	-0.531	-0.531	-0.593	-1.54%
Sep 05, 2018	-0.584	-0.622	-0.523	-0.622	2.64%
Sep 04, 2018	-0.569	-0.520	-0.520	-0.587	-2.23%
Sep 03, 2018	-0.582	-0.517	-0.517	-0.586	0.00%
Aug 31, 2018	-0.582	-0.519	-0.519	-0.598	-1.19%
Aug 30, 2018	-0.589	-0.531	-0.531	-0.597	-1.17%
Aug 29, 2018	-0.596	-0.598	-0.531	-0.617	-1.81%
Aug 28, 2018	-0.607	-0.595	-0.595	-0.656	2.53%
Aug 27, 2018	-0.592	-0.596	-0.592	-0.657	-4.82%
Aug 24, 2018	-0.622	-0.593	-0.593	-0.627	-0.32%
Aug 23, 2018	-0.624	-0.589	-0.589	-0.633	-0.95%
Aug 22, 2018	-0.630	-0.581	-0.581	-0.637	-0.47%
Aug 21, 2018	-0.633	-0.578	-0.578	-0.634	0.00%
Aug 20, 2018	-0.633	-0.575	-0.575	-0.633	-0.16%
Aug 17, 2018	-0.634	-0.631	-0.572	-0.637	0.96%
Aug 16, 2018	-0.628	-0.626	-0.571	-0.636	-0.63%
Aug 15, 2018	-0.632	-0.568	-0.568	-0.632	3.44%
Aug 14, 2018	-0.611	-0.620	-0.569	-0.661	0.16%
Aug 13, 2018	-0.610	-0.660	-0.570	-0.660	5.72%
Aug 10, 2018	-0.577	-0.575	-0.570	-0.662	0.17%
Aug 09, 2018	-0.576	-0.675	-0.570	-0.675	0.35%
Aug 08, 2018	-0.574	-0.597	-0.570	-0.664	-2.21%
Aug 07, 2018	-0.587	-0.573	-0.570	-0.662	1.21%
Aug 06, 2018	-0.580	-0.592	-0.570	-0.668	-1.86%
Aug 03, 2018	-0.591	-0.583	-0.574	-0.594	3.68%
Aug 02, 2018	-0.570	-0.667	-0.570	-0.667	0.71%
Aug 01, 2018	-0.566	-0.566	-0.566	-0.566	-3.90%
Jul 31, 2018	-0.589	-0.562	-0.550	-0.592	0.17%
Jul 30, 2018	-0.588	-0.591	-0.555	-0.650	-0.84%
Jul 27, 2018	-0.593	-0.603	-0.560	-0.650	6.46%
Jul 26, 2018	-0.557	-0.652	-0.557	-0.652	-4.30%
Jul 25, 2018	-0.582	-0.582	-0.582	-0.622	-1.19%
Jul 24, 2018	-0.589	-0.600	-0.589	-0.642	-1.83%
Jul 23, 2018	-0.600	-0.673	-0.586	-0.673	-5.21%
Jul 20, 2018	-0.633	-0.670	-0.620	-0.670	2.26%
Jul 19, 2018	-0.619	-0.627	-0.619	-0.673	-3.13%
Jul 18, 2018	-0.639	-0.639	-0.617	-0.667	-2.44%
Jul 17, 2018	-0.655	-0.650	-0.625	-0.657	0.00%
Jul 16, 2018	-0.655	-0.643	-0.622	-0.655	5.65%
Jul 13, 2018	-0.620	-0.660	-0.620	-0.660	0.00%
Jul 12, 2018	-0.620	-0.675	-0.620	-0.675	0.65%
Jul 11, 2018	-0.616	-0.657	-0.616	-0.657	-5.95%
Jul 10, 2018	-0.655	-0.645	-0.617	-0.655	0.15%
Jul 09, 2018	-0.654	-0.638	-0.614	-0.663	0.00%
Jul 06, 2018	-0.654	-0.655	-0.600	-0.655	6.51%
Jul 05, 2018	-0.614	-0.654	-0.614	-0.654	0.66%
Jul 04, 2018	-0.610	-0.609	-0.609	-0.650	-3.17%
Jul 03, 2018	-0.630	-0.606	-0.606	-0.653	-4.11%
Jul 02, 2018	-0.657	-0.650	-0.554	-0.657	11.54%
Jun 29, 2018	-0.589	-0.661	-0.589	-0.661	-2.64%
Jun 28, 2018	-0.605	-0.605	-0.605	-0.605	-1.63%
Jun 27, 2018	-0.615	-0.655	-0.615	-0.655	0.33%
Jun 26, 2018	-0.613	-0.613	-0.613	-0.650	2.17%
Jun 25, 2018	-0.600	-0.650	-0.560	-0.650	6.76%
Jun 22, 2018	-0.562	-0.612	-0.562	-0.652	-13.00%
Jun 21, 2018	-0.646	-0.655	-0.635	-0.655	1.10%
Jun 20, 2018	-0.639	-0.635	-0.635	-0.643	0.31%
Jun 19, 2018	-0.637	-0.628	-0.624	-0.637	0.79%
Jun 18, 2018	-0.632	-0.632	-0.632	-0.632	0.32%
Jun 15, 2018	-0.630	-0.627	-0.615	-0.630	1.78%
Jun 14, 2018	-0.619	-0.623	-0.619	-0.629	-0.32%
Jun 13, 2018	-0.621	-0.632	-0.615	-0.636	-0.64%
Jun 12, 2018	-0.625	-0.619	-0.616	-0.625	0.16%
Jun 11, 2018	-0.624	-0.624	-0.621	-0.632	-1.42%
Jun 08, 2018	-0.633	-0.647	-0.631	-0.647	-1.09%
Jun 07, 2018	-0.640	-0.629	-0.621	-0.651	5.09%
Jun 06, 2018	-0.609	-0.632	-0.609	-0.640	0.50%
Jun 04, 2018	-0.606	-0.619	-0.601	-0.622	-1.46%
Jun 01, 2018	-0.615	-0.641	-0.615	-0.641	-4.50%
May 31, 2018	-0.644	-0.642	-0.634	-0.649	1.42%
May 30, 2018	-0.635	-0.637	-0.623	-0.644	-0.47%
May 29, 2018	-0.638	-0.636	-0.624	-0.657	3.57%
May 28, 2018	-0.616	-0.609	-0.590	-0.627	0.33%
May 25, 2018	-0.614	-0.624	-0.614	-0.633	0.16%
May 24, 2018	-0.613	-0.613	-0.611	-0.620	0.49%
May 23, 2018	-0.610	-0.623	-0.610	-0.632	-1.61%
May 22, 2018	-0.620	-0.614	-0.609	-0.635	0.00%
May 20, 2018	-0.620	-0.620	-0.620	-0.620	0.00%
May 18, 2018	-0.620	-0.620	-0.618	-0.635	-0.48%
May 17, 2018	-0.623	-0.629	-0.617	-0.629	-0.16%
May 16, 2018	-0.624	-0.626	-0.612	-0.628	3.14%
May 15, 2018	-0.605	-0.617	-0.599	-0.627	-2.10%
May 14, 2018	-0.618	-0.622	-0.600	-0.638	0.49%
May 11, 2018	-0.615	-0.615	-0.611	-0.619	-0.16%
May 10, 2018	-0.616	-0.622	-0.608	-0.633	-0.48%
May 09, 2018	-0.619	-0.638	-0.612	-0.647	-1.90%
May 08, 2018	-0.631	-0.637	-0.624	-0.662	-1.56%
May 07, 2018	-0.641	-0.628	-0.613	-0.674	0.79%
May 04, 2018	-0.636	-0.640	-0.620	-0.652	-3.20%
May 03, 2018	-0.657	-0.665	-0.637	-0.703	-2.52%
May 02, 2018	-0.674	-0.689	-0.663	-0.689	-0.30%
Apr 30, 2018	-0.676	-0.695	-0.671	-0.695	-0.29%
Apr 27, 2018	-0.678	-0.685	-0.678	-0.685	0.00%
Apr 26, 2018	-0.678	-0.688	-0.675	-0.720	-0.15%
Apr 25, 2018	-0.679	-0.678	-0.669	-0.682	-0.59%
Apr 24, 2018	-0.683	-0.681	-0.670	-0.683	0.44%
Apr 23, 2018	-0.680	-0.692	-0.672	-0.692	-0.73%
Apr 20, 2018	-0.685	-0.697	-0.672	-0.708	0.29%
Apr 19, 2018	-0.683	-0.685	-0.682	-0.689	-0.73%
Apr 18, 2018	-0.688	-0.696	-0.681	-0.698	-0.29%
Apr 17, 2018	-0.690	-0.693	-0.689	-0.693	0.00%
Apr 16, 2018	-0.690	-0.693	-0.689	-0.698	-0.29%
Apr 13, 2018	-0.692	-0.699	-0.687	-0.711	0.44%
Apr 12, 2018	-0.689	-0.701	-0.680	-0.702	-1.29%
Apr 11, 2018	-0.698	-0.714	-0.679	-0.714	-10.28%
Apr 10, 2018	-0.778	-0.751	-0.751	-0.794	0.91%
Apr 09, 2018	-0.771	-0.792	-0.740	-0.800	-1.66%
Apr 06, 2018	-0.784	-0.788	-0.774	-0.789	0.26%
Apr 05, 2018	-0.782	-0.777	-0.763	-0.795	-0.51%
Apr 04, 2018	-0.786	-0.760	-0.760	-0.790	1.95%
Apr 03, 2018	-0.771	-0.780	-0.766	-0.788	-4.10%
Mar 30, 2018	-0.804	-0.804	-0.804	-0.804	2.29%
Mar 29, 2018	-0.786	-0.800	-0.778	-0.808	0.13%
Mar 28, 2018	-0.785	-0.780	-0.747	-0.822	2.61%
Mar 27, 2018	-0.765	-0.762	-0.751	-0.782	-0.91%
Mar 26, 2018	-0.772	-0.750	-0.742	-0.775	3.07%
Mar 23, 2018	-0.749	-0.767	-0.742	-0.767	-0.40%
Mar 22, 2018	-0.752	-0.758	-0.727	-0.769	3.16%
Mar 21, 2018	-0.729	-0.789	-0.719	-0.789	-2.54%
Mar 20, 2018	-0.748	-0.866	-0.735	-0.866	-6.38%
Mar 19, 2018	-0.799	-0.857	-0.776	-0.860	0.25%
Mar 16, 2018	-0.797	-0.848	-0.760	-0.848	1.66%
Mar 15, 2018	-0.784	-0.839	-0.780	-0.839	1.69%
Mar 14, 2018	-0.771	-0.815	-0.736	-0.815	2.80%
Mar 13, 2018	-0.750	-0.807	-0.735	-0.807	1.35%
Mar 12, 2018	-0.740	-0.800	-0.732	-0.800	0.82%
Mar 09, 2018	-0.734	-0.793	-0.729	-0.793	0.00%
Mar 08, 2018	-0.734	-0.786	-0.731	-0.786	-4.55%
Mar 07, 2018	-0.769	-0.769	-0.720	-0.857	0.92%
Mar 06, 2018	-0.762	-0.757	-0.747	-0.778	0.13%
Mar 05, 2018	-0.761	-0.812	-0.684	-0.812	9.50%
Mar 02, 2018	-0.695	-0.710	-0.689	-0.754	-1.42%
Mar 01, 2018	-0.705	-0.705	-0.690	-0.860	0.71%
Feb 28, 2018	-0.700	-0.700	-0.683	-0.826	0.57%
Feb 27, 2018	-0.696	-0.771	-0.688	-0.819	0.58%
Feb 26, 2018	-0.692	-0.705	-0.684	-0.718	-0.72%
Feb 23, 2018	-0.697	-0.701	-0.688	-0.760	-0.57%
Feb 22, 2018	-0.701	-0.717	-0.677	-0.722	1.59%
Feb 21, 2018	-0.690	-0.721	-0.690	-0.736	-2.68%
Feb 20, 2018	-0.709	-0.743	-0.694	-0.743	1.00%
Feb 19, 2018	-0.702	-0.702	-0.687	-0.775	0.00%
Feb 18, 2018	-0.702	-0.702	-0.702	-0.702	0.00%
Feb 16, 2018	-0.702	-0.795	-0.688	-0.846	0.00%
Feb 15, 2018	-0.702	-0.702	-0.667	-0.709	0.43%
Feb 14, 2018	-0.699	-0.712	-0.679	-0.723	0.00%
Feb 13, 2018	-0.699	-0.729	-0.679	-0.817	0.87%
Feb 12, 2018	-0.693	-0.722	-0.670	-0.757	0.00%
Feb 09, 2018	-0.693	-0.693	-0.687	-0.693	0.73%
Feb 08, 2018	-0.688	-0.703	-0.605	-0.756	0.29%
Feb 07, 2018	-0.686	-0.727	-0.686	-0.868	-0.58%
Feb 06, 2018	-0.690	-0.690	-0.690	-0.695	0.58%
Feb 05, 2018	-0.686	-0.706	-0.686	-0.777	-0.15%
Feb 02, 2018	-0.687	-0.703	-0.684	-0.776	-0.72%
Feb 01, 2018	-0.692	-0.684	-0.670	-0.770	1.32%
Jan 31, 2018	-0.683	-0.701	-0.599	-0.717	-0.44%
Jan 30, 2018	-0.686	-0.675	-0.675	-0.766	0.00%
Jan 29, 2018	-0.686	-0.701	-0.670	-0.781	-1.15%
Jan 26, 2018	-0.694	-0.706	-0.680	-0.719	1.02%
Jan 25, 2018	-0.687	-0.704	-0.687	-0.714	-2.41%
Jan 24, 2018	-0.704	-0.695	-0.695	-0.742	0.57%
Jan 23, 2018	-0.700	-0.858	-0.700	-0.858	-1.55%
Jan 22, 2018	-0.711	-0.702	-0.695	-0.711	0.57%
Jan 19, 2018	-0.707	-0.734	-0.702	-0.785	0.71%
Jan 18, 2018	-0.702	-0.700	-0.686	-0.750	-0.28%
Jan 17, 2018	-0.704	-0.702	-0.700	-0.739	-0.14%
Jan 16, 2018	-0.705	-0.722	-0.702	-0.722	-2.35%
Jan 15, 2018	-0.722	-0.702	-0.700	-0.835	1.55%
Jan 12, 2018	-0.711	-0.696	-0.696	-0.743	-1.39%
Jan 11, 2018	-0.721	-0.705	-0.696	-0.723	4.64%
Jan 10, 2018	-0.689	-0.697	-0.650	-0.717	-1.15%
Jan 09, 2018	-0.697	-0.690	-0.690	-0.715	-0.43%
Jan 08, 2018	-0.700	-0.801	-0.661	-0.801	-0.14%
Jan 05, 2018	-0.701	-0.800	-0.690	-0.800	-12.59%
Jan 04, 2018	-0.802	-0.821	-0.802	-0.850	-8.45%
Jan 03, 2018	-0.876	-1.015	-0.876	-1.015	-0.45%
Jan 02, 2018	-0.880	-0.880	-0.880	-0.889	9.45%
Jan 01, 2018	-0.804	-0.804	-0.804	-0.804	0.12%
Dec 29, 2017	-0.803	-0.803	-0.803	-0.803	-1.83%
Dec 28, 2017	-0.818	-0.998	-0.790	-0.998	-18.20%
Dec 27, 2017	-1.000	-1.000	-1.000	-1.007	-18.43%
Dec 25, 2017	-1.226	-1.226	-1.226	-1.226	13.94%
Dec 22, 2017	-1.076	-1.229	-1.076	-1.229	-3.93%
Dec 21, 2017	-1.120	-1.120	-1.120	-1.120	-0.71%
Dec 20, 2017	-1.128	-1.128	-1.128	-1.128	0.71%
Dec 19, 2017	-1.120	-1.120	-1.120	-1.120	1.82%
Dec 18, 2017	-1.100	-1.100	-1.049	-1.100	5.16%
Dec 16, 2017	-1.046	-1.046	-1.046	-1.046	0.00%
Dec 15, 2017	-1.046	-1.109	-1.046	-1.112	-2.88%
Dec 14, 2017	-1.077	-1.074	-1.074	-1.084	2.87%
Dec 13, 2017	-1.047	-0.800	-0.800	-1.083	3.66%
Dec 12, 2017	-1.010	-1.022	-0.987	-1.056	2.54%
Dec 11, 2017	-0.985	-0.948	-0.914	-1.031	-3.43%
Dec 08, 2017	-1.020	-1.003	-0.984	-1.020	3.24%
Dec 07, 2017	-0.988	-1.018	-0.850	-1.018	1.54%
Dec 06, 2017	-0.973	-0.994	-0.970	-0.997	-0.92%
Dec 05, 2017	-0.982	-0.972	-0.800	-0.987	0.92%
Dec 04, 2017	-0.973	-0.950	-0.850	-0.986	5.65%
Dec 01, 2017	-0.921	-0.921	-0.921	-0.921	0.99%
Nov 30, 2017	-0.912	-0.888	-0.750	-0.912	-4.20%
Nov 29, 2017	-0.952	-0.952	-0.868	-0.952	1.82%
Nov 28, 2017	-0.935	-0.951	-0.935	-0.956	-1.27%
Nov 27, 2017	-0.947	-0.945	-0.675	-0.950	-3.76%
Nov 24, 2017	-0.984	-0.916	-0.750	-0.984	21.48%
Nov 23, 2017	-0.810	-0.933	-0.810	-0.948	-13.00%
Nov 22, 2017	-0.931	-0.907	-0.903	-0.934	14.94%
Nov 21, 2017	-0.810	-0.933	-0.810	-0.940	-1.82%
Nov 20, 2017	-0.825	-0.909	-0.825	-0.914	-9.24%
Nov 17, 2017	-0.909	-0.895	-0.820	-0.909	2.02%
Nov 16, 2017	-0.891	-0.895	-0.795	-0.904	0.34%
Nov 15, 2017	-0.888	-0.895	-0.882	-0.895	11.00%
Nov 14, 2017	-0.800	-0.871	-0.780	-0.897	-9.09%
Nov 13, 2017	-0.880	-0.806	-0.750	-0.884	-0.45%
Nov 10, 2017	-0.884	-0.873	-0.865	-0.890	2.20%
Nov 09, 2017	-0.865	-0.865	-0.865	-0.873	3.10%
Nov 08, 2017	-0.839	-0.880	-0.824	-0.909	0.00%
Nov 07, 2017	-0.839	-0.877	-0.819	-0.877	0.48%
Nov 06, 2017	-0.835	-0.832	-0.829	-0.852	0.60%
Nov 03, 2017	-0.830	-0.832	-0.830	-0.832	-0.36%
Nov 02, 2017	-0.833	-0.836	-0.822	-0.847	0.00%
Nov 01, 2017	-0.833	-0.828	-0.820	-0.846	-0.12%
Oct 31, 2017	-0.834	-0.831	-0.818	-0.839	0.24%
Oct 30, 2017	-0.832	-0.840	-0.822	-0.840	-0.95%
Oct 29, 2017	-0.840	-0.840	-0.840	-0.840	0.00%
Oct 27, 2017	-0.840	-0.835	-0.833	-0.840	0.72%
Oct 26, 2017	-0.834	-0.834	-0.821	-0.841	0.36%
Oct 25, 2017	-0.831	-0.831	-0.814	-0.831	0.48%
Oct 24, 2017	-0.827	-0.827	-0.762	-0.829	-0.12%
Oct 23, 2017	-0.828	-0.830	-0.790	-0.848	0.49%
Oct 22, 2017	-0.824	-0.824	-0.824	-0.824	0.00%
Oct 20, 2017	-0.824	-0.822	-0.815	-0.828	0.24%
Oct 19, 2017	-0.822	-0.818	-0.813	-0.827	0.74%
Oct 18, 2017	-0.816	-0.820	-0.812	-0.827	-0.85%
Oct 17, 2017	-0.823	-0.830	-0.815	-0.830	-0.36%
Oct 16, 2017	-0.826	-0.831	-0.816	-0.845	0.12%
Oct 13, 2017	-0.825	-0.831	-0.741	-0.863	-0.12%
Oct 12, 2017	-0.826	-0.821	-0.760	-0.836	0.00%
Oct 11, 2017	-0.826	-0.822	-0.817	-0.830	1.23%
Oct 10, 2017	-0.816	-0.818	-0.732	-0.824	-0.61%
Oct 09, 2017	-0.821	-0.809	-0.743	-0.873	-0.36%
Oct 06, 2017	-0.824	-0.886	-0.814	-0.886	10.90%
Oct 05, 2017	-0.743	-0.758	-0.729	-0.758	-4.38%
Oct 04, 2017	-0.777	-0.777	-0.700	-0.781	0.78%
Oct 03, 2017	-0.771	-0.771	-0.771	-0.771	2.53%
Oct 02, 2017	-0.752	-0.744	-0.739	-0.774	3.01%
Sep 29, 2017	-0.730	-0.751	-0.650	-0.772	-5.32%
Sep 28, 2017	-0.771	-0.775	-0.700	-0.775	-0.39%
Sep 27, 2017	-0.774	-0.740	-0.730	-0.774	3.61%
Sep 26, 2017	-0.747	-0.735	-0.717	-0.773	0.67%
Sep 25, 2017	-0.742	-0.639	-0.639	-0.764	1.50%
Sep 22, 2017	-0.731	-0.734	-0.709	-0.763	-1.35%
